absent,low,medium,high
0.437192136944195,0.5616200849114509,5.627573443842328E-4,6.250207999698389E-4
0.08371705671376821,0.8980787678014469,0.016390494519836346,0.0018136809649485935
0.2909683362601639,0.6729058490039627,0.03318720615599995,0.002938608579873511
0.15256636026709183,0.8096321830609591,0.03361056505204533,0.004190891619903754
0.2109127676351124,0.7586158884993414,0.028220628566843094,0.002250715298703102
0.06227616964774407,0.9142831782578613,0.021503720783476035,0.001936931310918642
0.22828243593418757,0.7513258371146556,0.017955535813636753,0.00243619113752022
0.3006995907047378,0.6793433891890408,0.018271504204169058,0.0016855159020522223
0.2110367265448857,0.7666230503126964,0.02127821797947517,0.001062005162942771
0.23984021243146786,0.7377586912726762,0.02052638080620047,0.0018747154896555267
0.22877100127227792,0.7493894847945862,0.020152085514730002,0.001687428418405742
0.16368759667695193,0.8209210853897659,0.014390775088651648,0.0010005428446304863
0.23615458395819436,0.7374366241624933,0.024534183564496923,0.001874608314815427
0.0918151027705679,0.8929221582365688,0.014137980223174518,0.0011247587696888144
0.07098239124674052,0.9173311720384858,0.010811966449221052,8.744702655525058E-4
0.16828625938759886,0.8180138551367245,0.012449926769424734,0.0012499587062518717
0.20368176769675322,0.7788669311190249,0.01626458397846179,0.0011867172057600545
0.08610321135900773,0.8979582558328375,0.014565799741487181,0.001372733066667539
0.19510276479656907,0.7895704275498258,0.014202718585266656,0.001124089068338559
0.14965930979073636,0.8348201313999137,0.014271083210485078,0.0012494755988647758
0.0578910451264745,0.927290840322646,0.013881467800517026,9.366467503625396E-4
0.13173157070028146,0.8520112827374178,0.014882183015925166,0.001374963546375514
0.0627327936233831,0.9242591034990404,0.012195595919892825,8.125069576837565E-4
0.0628614225489449,0.9246974784026645,0.011628752044292177,8.12347004098405E-4
0.09998814598733825,0.8830076652835964,0.015443322253112159,0.0015608664759532637
0.09130600295712889,0.8922596606702863,0.014811031245177962,0.0016233051274069205
0.02656458241482225,0.9583194404235601,0.01417911391063384,9.368632509837435E-4
