absent,low,medium,high
0.3130963694703153,0.6860559497898827,4.238358358377828E-4,4.2384490396427495E-4
0.01948594823552177,0.9666130869114099,0.013443440760307504,4.575240927608928E-4
0.18149458122772857,0.7231970831001205,0.087488127185194,0.007820208486956888
0.12874250675766966,0.8446268392516586,0.025352544623580643,0.0012781093670909906
0.13901248565756397,0.8035529453821779,0.055610019839307794,0.0018245491209501617
0.05890034577929571,0.9250329700669627,0.01564284293588443,4.2384121785699974E-4
0.18179669233508844,0.781834275187742,0.03523368934174184,0.0011353431354275952
0.1321672124273927,0.8087530081719704,0.05772782071491115,0.001351958685725839
0.05147916784847014,0.8881405154442606,0.059310457708696696,0.0010698589985726702
0.18442525393955342,0.7644195162988187,0.049416956988116406,0.0017382727735115865
0.13572304947777727,0.8210555538011515,0.042647430743043,5.739659780281617E-4
0.1182242435668095,0.8600392556048239,0.020881405691159823,8.550951372069043E-4
0.14138212718532953,0.8071381479964094,0.04933891510893955,0.0021408097093216266
0.008208644733343857,0.9507729175096123,0.04017112721838449,8.47310538659426E-4
0.0012776743376817258,0.9720756019948468,0.02579961045569799,8.471132117736121E-4
0.0808487481954456,0.8891340087332567,0.028358968912066587,0.0016582741592311855
0.11110544480769222,0.8593136158634304,0.028647005770903997,9.339335579735507E-4
0.024523428919387896,0.945781205701449,0.029215640893174105,4.7972448598895725E-4
0.05320299846516956,0.9170896471429263,0.028859831922183,8.475224697211528E-4
0.038351485336539266,0.929065292974179,0.03215885754563454,4.2436414364719434E-4
0.008756050587673895,0.9577512518601285,0.03306884647535371,4.238510768439655E-4
0.07823447537493694,0.8968918561694424,0.0236590503846829,0.001214618070937837
0.03402698200012136,0.9433945388534095,0.02215464097037354,4.2383817609559113E-4
0.03705278251903947,0.9413564497830407,0.021166931739563754,4.238359583562373E-4
0.054999351665422094,0.9258680805338777,0.01870871523083165,4.2385256986856326E-4
0.05755654115929658,0.9256964198769092,0.01631935958801888,4.276793757753197E-4
