absent,low,medium,high
0.16519505728466066,0.8325356540485209,0.0011345435069603069,0.0011347451598580013
0.12469591898873934,0.8483447388016012,0.025781743649137802,0.0011775985605216404
0.6217317949819845,0.3516926724575683,0.02430051003607151,0.0022750225243757726
0.08401015047324582,0.6539176695888737,0.21882732781050376,0.043244852127376686
0.18877432175687098,0.6469842659407523,0.1445262241252485,0.01971518817712821
0.07358610451381872,0.751091418605897,0.1645170596985495,0.01080541718173479
0.3971970154986186,0.5398074118911008,0.051832684726706685,0.011162887883573967
0.7771533886217481,0.20909989126566675,0.012421197448246948,0.0013255226643381396
0.34924521046910356,0.6061289592664494,0.04121938130186678,0.003406448962580291
0.5224005584474134,0.4276594986963157,0.039794443413022046,0.010145499443248832
0.3501241871705758,0.5520013575195803,0.08445978701074429,0.013414668299099517
0.31412460637457956,0.6290631691034054,0.05338617609369317,0.0034260484283216938
0.5309977462101032,0.415705919291157,0.048578550928952996,0.00471778356978673
0.18693311899634496,0.7750122979246458,0.032839705865382214,0.005214877213627142
0.2374113974848077,0.7415350343164104,0.01988865201310557,0.0011649161856762506
0.4310691268972932,0.5488575306268415,0.01616501982566832,0.003908322650196985
0.4393105681458314,0.5162175523004614,0.04108277528715751,0.0033891042665497055
0.2212721716054977,0.7391131031010426,0.03734425663052112,0.0022704686629386097
0.5395749721836162,0.4310721327430914,0.027095569204096448,0.0022573258691960174
0.4762451870248309,0.5029676102788496,0.01614520580941663,0.004641996886902921
0.12349333481006805,0.8509117680016951,0.024450383270110027,0.0011445139181266656
0.3004062974500482,0.650361512124508,0.04355127336756535,0.005680917057878534
0.19232025651284262,0.7756006728050223,0.030936470417301704,0.0011426002648332822
0.13056570686278932,0.8160083187815023,0.05228434538342152,0.0011416289722869489
0.20449197397047197,0.7265629420047589,0.062219852023976084,0.006725232000793147
0.16331962437916972,0.7780886105378065,0.05291903044078219,0.005672734642241613
0.059112126312484116,0.8953811743643578,0.043237482781974326,0.0022692165411836583
0.03475064779523841,0.9117419286682072,0.04675327201922182,0.006754151517332501
0.10816023332517613,0.8082188449311114,0.07468857412725216,0.008932347616460277
0.039226261743482614,0.893349838779535,0.06299711687566288,0.004426782601319357
0.011132894966454726,0.9731523006602828,0.013455822845628533,0.002258981527634046
0.1286872335044943,0.8314509271557773,0.036101173997887454,0.0037606653418410328
0.0986428367155098,0.877970642911991,0.022246919694969593,0.0011396006775296367
0.06944254164555365,0.8562365772563734,0.07317818636720129,0.0011426947308717256
0.2767811969023424,0.6749861612255444,0.04488106786149753,0.0033515740106156594
0.3765303594435606,0.6076094413254465,0.014725216420169052,0.0011349828108237336
0.0938591959166636,0.8288147627434262,0.07283127275204526,0.004494768587864999
0.15423988812888562,0.8155109860575885,0.027977317807712128,0.0022718080058136696
0.23320225024111674,0.6822045403236111,0.07696534997349441,0.007627859461777789
0.30269429044816065,0.519728413611095,0.15527051682983375,0.02230677911091066
0.29046503281563385,0.6176966835039711,0.08379482973653139,0.008043453943863542
0.32993508803419486,0.5734051119894615,0.08678393231234942,0.009875867663994273
0.06852039620599319,0.8434416715138809,0.08353828012677665,0.004499652153349114
0.05998716285567128,0.85787753587469,0.07872619367408205,0.003409107595556691
0.1538960532543952,0.7617901777208631,0.0786092035267918,0.0057045654979498515
0.09820459655071649,0.803511384771467,0.09489227533463002,0.0033917433431865343
0.15596953707670957,0.772368861791738,0.0658561411536133,0.005805459977939022
0.11727635908291083,0.8068542218942154,0.07014438491997088,0.005725034102902862
0.2517680771649881,0.7070937648970183,0.038968405352343485,0.0021697525856502293
0.2904755705576627,0.6108235834700374,0.08802473036711615,0.010676115605183752
0.20513698500384073,0.7285021601407723,0.06182256156699307,0.004538293288393976
0.2191854036226386,0.724858284099417,0.04813243951885868,0.007823872759085663
0.23742576134713705,0.6756998483582007,0.07369415556060487,0.01318023473405732
0.252035618097662,0.6796076922482636,0.05823358412816898,0.010123105525905474
0.25835342190274474,0.6721108171228996,0.06308435414845524,0.0064514068259006
0.28150075093505944,0.6633203970557233,0.05064812820002023,0.00453072380919707
0.007795502400024744,0.9386393055287965,0.05242834040208379,0.0011368516690950232
0.13910253452120167,0.805114060875019,0.05153622717875072,0.004247177425028574
0.1892827740844019,0.7202621773130501,0.08352395482484623,0.006931093777701789
0.015578374616619407,0.8790835030202446,0.10376595973854895,0.0015721626245870373
0.1429969273304288,0.732745081849761,0.11555075998894436,0.008707230830865916
0.06768668327965692,0.8701864839930117,0.05490575851343077,0.00722107421390048
0.17327880920693622,0.678770734891546,0.13745215493049773,0.010498300971020103
0.2988638639908819,0.6799752624592689,0.020021301758261608,0.0011395717915877184
0.30207179879134943,0.6179142031572054,0.07205484585527051,0.00795915219617474
0.41941571432147595,0.5602363510949928,0.01805089891046271,0.0022970356730685764
0.24014864976741374,0.7559817871331744,0.0013939487320074483,0.002475614367404541
0.21615592161434735,0.7499551573567608,0.029377946333037534,0.0045109746958544574
0.09983460578167541,0.8062122570819638,0.08742211602720266,0.006531021109158083
0.1289426085121069,0.8063673840515558,0.06128639887460422,0.0034036085617329954
0.04048938163788158,0.9386608820491602,0.01971519279532219,0.0011345435176361009
0.29195641966322594,0.6378704289484125,0.0670317624223651,0.0031413889659963556
0.2045252157560722,0.7144467674054739,0.07875433861153876,0.002273678226915102
0.04095168277604059,0.8904785906572871,0.06381137238411794,0.004758354182554278
0.2676548507723743,0.6794939330750802,0.04979795820021268,0.003053257952332848
0.023565987691291042,0.8790987101927508,0.08718178043248959,0.010153521683468565
0.16772973884761144,0.7724343504544294,0.058309203701279795,0.0015267069966793001
0.26617740795698824,0.6957216131426309,0.03568603278957163,0.0024149461108092804
0.14844612915823507,0.7670417434029767,0.07883109372326834,0.005681033715519835
0.044725943791597236,0.8742251161369522,0.07515207429118786,0.005896865780262649
0.03763077342797335,0.886339900074758,0.07376017015971467,0.0022691563375540178
0.02504733552247449,0.848055255105978,0.1222981479345924,0.004599261436955195
0.1414183182696591,0.73675274137862,0.1141767508256721,0.007652189526048852
